Roll_No,Name,Gender,Semester,Branch,Attandance,Maths,DS,OS,DBMS,AI,Study_houre,Final_Percentage,Performance_Label,Father_Name,Mother_Name,Blood_Group,Date_of_Birth,Age,City,Address,Pincode,State,Country,Participant,Mobile_Number,Email_ID,Game
RGPV0640,Sara Guha,Female,6th,DS,90,66,100,83,56,43,5,69.6,Average,Madhup Devi,Mehul Bhatti,B-,01-07-2005,19,Kanpur,"House No. 174, Swaroop Nagar, Kanpur",627259,Uttar Pradesh,India,Yes,8727195739,karpeabram@hotmail.com,
RGPV0641,Romil Sehgal,Female,6th,AIDS,76,53,55,50,93,64,5,63,Average,Arhaan Batta,Gokul Sama,A+,03-08-2003,19,Siliguri,"House No. 654, Hakim Para, Siliguri",693591,West Bengal,India,No,8218766087,nirvi23@borah.com,Kabaddi
RGPV0642,Vardaniya Bath,Female,6th,DS,91,94,87,80,63,84,7,81.6,Excellent,Jayesh Bala,Saira Goel,B+,31-01-2001,20,Lucknow,"House No. 50, Hazratganj, Lucknow",796836,Uttar Pradesh,India,No,1346345730,siyahegde@khanna-maharaj.net,Cricket
RGPV0643,Vidur Varma,Female,6th,AIML,70,53,70,96,47,57,5,64.6,Average,Dharmajan Sahni,Ojas Atwal,O-,25-12-2006,20,Chennai,"House No. 160, T Nagar, Chennai",751812,Tamil Nadu,India,No,6681487594,neysagopal@yahoo.com,Kabaddi
RGPV0644,Divij Magar,Female,6th,DS,85,91,42,100,69,40,5,68.4,Average,Madhav Lad,Raghav Ghose,AB-,14-02-2006,19,Coimbatore,"House No. 180, Peelamedu, Coimbatore",400584,Tamil Nadu,India,Yes,3071471080,kauldhanush@hotmail.com,Chess
RGPV0645,Hiran Dara,Female,6th,AIML,63,81,90,43,53,47,5,62.8,Average,Zain Choudhry,Ela Chaudry,O-,25-11-2002,19,Nagpur,"House No. 954, Dharampeth, Nagpur",321593,Maharashtra,India,Yes,889728034,balirhea@yahoo.com,Kabaddi
RGPV0646,Elakshi Singh,Male,6th,AIML,83,74,70,76,48,80,5,69.6,Average,Pranay Biswas,Yasmin Acharya,A-,27-12-2000,21,Mangalore,"House No. 539, Bejai, Mangalore",831723,Karnataka,India,No,7313184985,gboase@talwar.com,Kabaddi
RGPV0647,Dharmajan Rana,Male,6th,AIDS,89,82,82,44,65,50,5,64.6,Average,Pari Garde,Damini Wali,AB-,07-09-2000,20,Lucknow,"House No. 623, Hazratganj, Lucknow",297759,Uttar Pradesh,India,Yes,8874324184,sahashamik@yahoo.com,
RGPV0648,Biju Keer,Male,6th,AIML,72,60,100,93,48,98,6,79.8,Excellent,Alia Bhatia,Hiran Behl,O+,05-02-2002,19,Madurai,"House No. 662, KK Nagar, Madurai",939960,Tamil Nadu,India,No,3799557786,reneesabharwal@lal.org,Cricket
RGPV0649,Tiya Mannan,Female,6th,DS,91,76,55,67,80,99,6,75.4,Excellent,Badal Bassi,Ritvik Jhaveri,B+,04-01-2002,20,Mumbai,"House No. 909, Dadar, Mumbai",925518,Maharashtra,India,No,1081874002,daminichaudhuri@sehgal.com,Football
RGPV0650,Mehul Sibal,Male,6th,AIML,79,65,77,75,41,49,5,61.4,Average,Pari Sandhu,Kismat Bera,O+,16-05-2003,20,Siliguri,"House No. 755, Hakim Para, Siliguri",460589,West Bengal,India,Yes,71758769,vidurdevan@raju.com,Badminton
RGPV0651,Ivana Walla,Female,6th,AIDS,97,69,42,56,40,77,4,56.8,Poor,Kartik Grover,Navya Shenoy,B+,10-05-2002,19,Siliguri,"House No. 851, Sevoke Road, Siliguri",448729,West Bengal,India,Yes,3755053393,subramanianakarsh@chahal.com,Chess
RGPV0652,Reyansh Mani,Male,6th,AIML,80,90,85,67,96,61,6,79.8,Excellent,Darshit Salvi,Ahana  Rastogi,O-,27-09-2002,21,Bengaluru,"House No. 979, Indiranagar, Bengaluru",945701,Karnataka,India,Yes,6024990306,beraadira@yahoo.com,Kabaddi
RGPV0653,Divit Khalsa,Male,6th,DS,82,81,84,62,78,51,6,71.2,Average,Charvi Chahal,Alia Virk,O+,10-02-2006,19,Surat,"House No. 231, Vesu, Surat",502086,Gujarat,India,Yes,8214736178,aissac@apte.biz,Football
RGPV0654,Himmat Khatri,Female,6th,AIDS,99,93,65,43,88,100,6,77.8,Excellent,Yashvi Tak,Umang Sandhu,AB+,03-09-2004,20,Mangalore,"House No. 631, Bejai, Mangalore",623437,Karnataka,India,Yes,9369773214,ssaraf@yahoo.com,Kabaddi
RGPV0655,Faiyaz Sule,Male,6th,AIML,63,89,44,45,65,94,5,67.4,Average,Raghav Bhatia,Darshit Ahluwalia,A+,28-08-2003,20,Gaya,"House No. 898, Civil Lines, Gaya",890006,Bihar,India,No,9357190492,ahana-82@chakraborty.com,
RGPV0656,Ela Kapur,Male,6th,CSE,78,41,86,83,63,74,5,69.4,Average,Nayantara Varughese,Hrishita Bera,O-,30-06-2000,21,Siliguri,"House No. 184, Pradhan Nagar, Siliguri",232196,West Bengal,India,No,552251217,shahansh@gmail.com,Cricket
RGPV0657,Kartik Kala,Female,6th,CSIT,97,91,66,42,79,90,6,73.6,Average,Yashvi Kapadia,Arhaan Biswas,B-,21-09-2004,21,Jalandhar,"House No. 860, Model Town, Jalandhar",420369,Punjab,India,Yes,5905897866,somtaimur@sharaf-upadhyay.org,Kabaddi
RGPV0658,Rohan Mand,Female,6th,CSE,71,99,46,41,90,55,5,66.2,Average,Dishani Raman,Raunak Gupta,B-,14-12-2000,20,Jodhpur,"House No. 625, Sardarpura, Jodhpur",861510,Rajasthan,India,No,6192080139,aainabera@dubey-manne.info,
RGPV0659,Vedika Kapadia,Female,6th,AIML,71,73,89,67,43,90,6,72.4,Average,Charvi Chada,Mamooty Gade,A+,14-10-2002,20,Bengaluru,"House No. 823, Jayanagar, Bengaluru",592068,Karnataka,India,Yes,7321715456,kashvigoyal@gmail.com,Kabaddi
RGPV0660,Ivan Kulkarni,Male,6th,CSE,87,79,92,84,52,68,6,75,Excellent,Indranil Balakrishnan,Ira Lad,A+,09-01-2003,20,Kanpur,"House No. 850, Swaroop Nagar, Kanpur",366856,Uttar Pradesh,India,No,913058055,odugar@hotmail.com,
RGPV0661,Lakshit Dash,Male,6th,AIDS,64,76,66,100,100,81,7,84.6,Excellent,Ishita Guha,Nirvi Sundaram,AB-,28-02-2000,19,Lucknow,"House No. 648, Hazratganj, Lucknow",20814,Uttar Pradesh,India,Yes,4149899597,manihimmat@bal-shankar.biz,
RGPV0662,Miraya Ravi,Male,6th,CSE,86,65,88,49,77,66,5,69,Average,Vihaan Gade,Zeeshan Jha,A+,04-07-2000,19,Kolkata,"House No. 533, Park Street, Kolkata",393166,West Bengal,India,Yes,4590363878,purab15@gmail.com,Kabaddi
RGPV0663,Kimaya Mahajan,Male,6th,AIDS,63,61,69,94,40,86,5,70,Average,Rhea Kakar,Anahita Lad,B-,12-09-2002,21,Nagpur,"House No. 181, Sadar, Nagpur",551792,Maharashtra,India,No,7450144178,vritika22@talwar.com,Chess
RGPV0664,Lakshay Basak,Male,6th,AIDS,66,99,65,65,75,44,5,69.6,Average,Darshit Lad,Nitara Dar,A+,10-12-2006,19,Bengaluru,"House No. 712, Whitefield, Bengaluru",690237,Karnataka,India,No,674832142,vardaniya10@golla-lall.com,
RGPV0665,Vanya Raval,Female,6th,CSIT,79,89,80,57,60,95,6,76.2,Excellent,Amani Gala,Shalv Toor,B+,02-06-2005,19,Mumbai,"House No. 954, Bandra, Mumbai",692085,Maharashtra,India,No,9748021950,nitararamesh@gmail.com,Badminton
RGPV0666,Ryan Thaman,Male,6th,CSIT,82,82,94,61,72,82,6,78.2,Excellent,Ishita Kashyap,Tarini Varty,B+,23-07-2004,20,Mysuru,"House No. 620, Nazarbad, Mysuru",44947,Karnataka,India,No,855688763,indrans00@hotmail.com,Kabaddi
RGPV0667,Shamik Jha,Female,6th,CSIT,67,72,47,90,91,45,5,69,Average,Aaina Raja,Krish Savant,O-,08-08-2000,20,Patna,"House No. 80, Boring Road, Patna",85187,Bihar,India,No,7102624087,bhavinsandhu@hotmail.com,Chess
RGPV0668,Sahil Bassi,Male,6th,CSE,60,52,76,93,95,79,6,79,Excellent,Advik Deo,Mohanlal Batra,A-,22-12-2004,20,Patna,"House No. 397, Kankarbagh, Patna",724787,Bihar,India,Yes,9158873964,sandalkashvi@hotmail.com,
RGPV0669,Advik Roy,Male,6th,AIDS,76,69,61,47,77,55,5,61.8,Average,Yuvraj  Chaudhry,Vaibhav Choudhury,B+,31-03-2002,20,Jaipur,"House No. 145, Malviya Nagar, Jaipur",318273,Rajasthan,India,No,1644598340,samraalia@hotmail.com,
RGPV0670,Anvi Chokshi,Male,6th,AIML,77,41,41,55,64,96,4,59.4,Poor,Eshani Chaudry,Riaan Mand,AB-,01-09-2006,20,Mysuru,"House No. 26, VV Mohalla, Mysuru",89766,Karnataka,India,Yes,2922488051,mamootyvenkatesh@hotmail.com,Chess
RGPV0671,Armaan Aurora,Male,6th,CSIT,72,83,99,91,43,48,6,72.8,Average,Kismat Goda,Raunak Doshi,B-,26-02-2004,19,Nagpur,"House No. 545, Sadar, Nagpur",643338,Maharashtra,India,No,901439900,inaaya-gulati@hotmail.com,Football
RGPV0672,Anvi Jaggi,Female,6th,CSIT,69,52,44,52,62,64,4,54.8,Poor,Madhup Dasgupta,Abram Chandra,AB-,25-04-2005,20,Pune,"House No. 710, Hinjewadi, Pune",625526,Maharashtra,India,No,4631204734,emalhotra@chauhan.org,Badminton
RGPV0673,Ishita Sinha,Male,6th,CSIT,95,43,66,77,73,62,5,64.2,Average,Tara Ramachandran,Sumer Anand,O+,20-06-2006,21,Nagpur,"House No. 856, Dharampeth, Nagpur",716135,Maharashtra,India,Yes,7285821678,subramanianindrans@gmail.com,Kabaddi
RGPV0674,Shlok Brar,Female,6th,AIML,65,90,63,65,44,65,5,65.4,Average,Zeeshan Krishnamurthy,Hazel Rao,O+,21-09-2004,19,Jodhpur,"House No. 630, Sardarpura, Jodhpur",584814,Rajasthan,India,Yes,7254422471,madhuprajagopal@chand.info,Kabaddi
RGPV0675,Alia Keer,Female,6th,CSE,60,63,70,67,42,61,5,60.6,Average,Vivaan Gour,Nitara Krishna,A-,05-12-2006,19,Nagpur,"House No. 191, Sitabuldi, Nagpur",999356,Maharashtra,India,Yes,6793314180,ugulati@gmail.com,Cricket
RGPV0676,Rati Walla,Female,6th,DS,71,67,81,62,77,89,6,75.2,Excellent,Mamooty De,Madhav Soni,AB+,14-08-2002,20,Indore,"House No. 933, Rajendra Nagar, Indore",581112,Madhya Pradesh,India,No,4183341666,jsaha@shan.net,Football
RGPV0677,Sana Khurana,Female,6th,CSE,63,50,91,71,97,63,6,74.4,Average,Vardaniya Bassi,Divit Choudhary,A-,04-02-2004,19,Pune,"House No. 624, Kothrud, Pune",661356,Maharashtra,India,Yes,7163637059,rdutta@gmail.com,Chess
RGPV0678,Parinaaz Sem,Male,6th,AIDS,72,72,91,82,96,74,7,83,Excellent,Urvi Saxena,Heer Ramakrishnan,O+,06-12-2003,21,Durgapur,"House No. 908, City Center, Durgapur",74488,West Bengal,India,No,7249311346,ranbirkaur@rattan-dugal.com,Chess
RGPV0679,Lakshay Buch,Female,6th,AIML,77,95,61,93,91,69,7,81.8,Excellent,Divyansh Goel,Kiaan Khare,O-,13-11-2000,19,Surat,"House No. 525, Adajan, Surat",67309,Gujarat,India,No,9217679686,ssura@kakar.com,Badminton
RGPV0680,Ehsaan Gera,Female,6th,AIML,88,45,54,75,94,72,5,68,Average,Riya Dhar,Madhup Lad,AB+,07-04-2001,20,Jaipur,"House No. 105, Vaishali Nagar, Jaipur",352609,Rajasthan,India,Yes,2922885931,subramanianeshani@yahoo.com,Badminton
RGPV0681,Nayantara Rajagopal,Female,6th,CSIT,80,93,47,54,71,58,5,64.6,Average,Renee Walla,Lavanya Dhillon,B-,26-07-2003,19,Vadodara,"House No. 685, Alkapuri, Vadodara",207736,Gujarat,India,Yes,9560001332,kgera@hotmail.com,Cricket
RGPV0682,Mohanlal Warrior,Female,6th,CSIT,64,50,98,64,45,45,5,60.4,Average,Dhruv Dhingra,Eva Gill,AB-,25-08-2002,21,Varanasi,"House No. 933, Bhelupur, Varanasi",247969,Uttar Pradesh,India,Yes,9888780354,agrawalreyansh@chaudhry.com,Kabaddi
RGPV0683,Zoya Vasa,Male,6th,AIML,81,69,84,95,57,55,6,72,Average,Anaya Dugal,Stuvan Singh,AB-,06-04-2007,19,Nagpur,"House No. 562, Dharampeth, Nagpur",130425,Maharashtra,India,Yes,6571229499,somkiaan@bumb.com,Chess
RGPV0684,Vihaan Dar,Female,6th,CSIT,70,76,55,83,99,81,6,78.8,Excellent,Advika Kalita,Hiran Buch,B-,17-07-2005,20,Mangalore,"House No. 928, Hampankatta, Mangalore",437201,Karnataka,India,No,7513243590,nbose@deshpande.com,
RGPV0685,Ishaan Sidhu,Male,6th,AIML,78,91,58,43,74,86,6,70.4,Average,Zeeshan Walia,Lavanya Ahluwalia,B-,24-06-2002,20,Lucknow,"House No. 674, Aliganj, Lucknow",469329,Uttar Pradesh,India,Yes,7184128107,aarna08@sheth.biz,Chess
RGPV0686,Fateh Apte,Female,6th,DS,74,70,75,55,97,42,5,67.8,Average,Mohanlal Ganesh,Kiaan Kapadia,B-,07-06-2001,19,Coimbatore,"House No. 544, Peelamedu, Coimbatore",804769,Tamil Nadu,India,No,9415855990,hazelgokhale@gmail.com,Football
RGPV0687,Hridaan Thakkar,Male,6th,AIML,93,77,90,62,60,74,6,72.6,Average,Stuvan Thakur,Rati Bhatia,AB+,16-08-2006,21,Ludhiana,"House No. 389, Model Town, Ludhiana",520808,Punjab,India,Yes,4875160726,faiyaz92@yahoo.com,Football
RGPV0688,Renee Manda,Male,6th,DS,73,56,70,79,77,57,5,67.8,Average,Heer Sachar,Chirag Balasubramanian,AB-,19-05-2006,21,Pune,"House No. 724, Viman Nagar, Pune",972891,Maharashtra,India,Yes,1959339488,shereshlok@jani.info,Chess
RGPV0689,Tarini Varty,Female,6th,CSE,88,80,50,98,55,57,5,68,Average,Nehmat Grewal,Taimur Mandal,AB+,28-12-2002,21,Bengaluru,"House No. 449, Indiranagar, Bengaluru",928711,Karnataka,India,Yes,787230529,myra10@hotmail.com,Cricket
RGPV0690,Prisha Thakkar,Female,6th,CSIT,72,63,86,68,45,77,5,67.8,Average,Ivan Sane,Inaaya  Krish,A+,27-08-2002,20,Mangalore,"House No. 970, Bejai, Mangalore",440641,Karnataka,India,No,1713038918,shettyahana@yahoo.com,
RGPV0691,Hazel Badal,Female,6th,AIML,92,69,42,66,70,72,5,63.8,Average,Nirvaan Din,Madhav Chaudhari,A+,16-08-2003,21,Kolkata,"House No. 818, Park Street, Kolkata",379530,West Bengal,India,Yes,7479408850,tusharchandran@yahoo.com,Badminton
RGPV0692,Nayantara Swamy,Male,6th,DS,87,43,68,96,72,59,5,67.6,Average,Kanav Vaidya,Taran Sangha,A-,14-12-2005,20,Bengaluru,"House No. 368, Jayanagar, Bengaluru",805691,Karnataka,India,No,5781093387,zoya67@loyal.com,Football
RGPV0693,Kavya Balan,Male,6th,AIDS,69,85,86,95,51,41,6,71.6,Average,Misha Zacharia,Taimur Anand,O-,14-04-2003,20,Madurai,"House No. 833, Goripalayam, Madurai",29737,Tamil Nadu,India,No,5531748882,indrajituppal@chaudry-bhat.com,Badminton
RGPV0694,Rati Agate,Female,6th,DS,97,53,49,44,87,68,5,60.2,Average,Zain Varty,Indrajit Ganguly,A-,09-08-2001,21,Siliguri,"House No. 939, Hakim Para, Siliguri",123268,West Bengal,India,No,2635580528,mirayabhattacharyya@gmail.com,Football
RGPV0695,Umang Chopra,Female,6th,AIML,90,86,97,40,73,57,6,70.6,Average,Raunak Goswami,Lakshay Upadhyay,O-,01-09-2003,21,Gaya,"House No. 599, AP Colony, Gaya",31051,Bihar,India,No,1138583294,aradhyakalita@mani-rattan.net,Badminton
RGPV0696,Rhea Borah,Male,6th,CSIT,82,55,92,45,57,78,5,65.4,Average,Ivana Dada,Samaira Choudhary,B-,04-01-2008,19,Muzaffarpur,"House No. 445, Mithanpura, Muzaffarpur",42313,Bihar,India,No,6309222767,rameshindrajit@singh-boase.com,Badminton
RGPV0697,Anaya Dass,Female,6th,CSIT,80,96,87,80,90,57,7,82,Excellent,Anvi Buch,Mamooty Bhat,AB-,12-12-2005,21,Durgapur,"House No. 270, Benachity, Durgapur",229600,West Bengal,India,Yes,9722150028,gsridhar@yahoo.com,
RGPV0698,Manjari Bajaj,Female,6th,CSIT,60,83,99,77,50,57,6,73.2,Average,Ahana  Tara,Rasha Amble,AB+,09-01-2007,19,Varanasi,"House No. 794, Lanka, Varanasi",157813,Uttar Pradesh,India,Yes,9742293091,routshaan@gmail.com,Kabaddi
RGPV0699,Raunak Sen,Female,6th,AIML,91,62,54,53,91,51,5,62.2,Average,Ela Cheema,Shamik Malhotra,B+,03-12-2003,20,Jabalpur,"House No. 941, Napier Town, Jabalpur",682004,Madhya Pradesh,India,Yes,6611715802,yohannanadvik@dugal-venkataraman.com,Football
RGPV0700,Shaan Chhabra,Male,6th,AIML,62,59,68,69,95,84,6,75,Excellent,Arhaan Mannan,Vivaan Mander,O+,21-09-2003,20,Nagpur,"House No. 300, Sadar, Nagpur",993676,Maharashtra,India,No,9735065321,hiran60@gokhale-dora.org,Football
RGPV0701,Alia Jayaraman,Female,6th,CSIT,60,86,55,66,47,41,4,59,Poor,Vihaan Chawla,Samarth Hegde,AB+,17-07-2004,20,Lucknow,"House No. 907, Hazratganj, Lucknow",503480,Uttar Pradesh,India,No,8767813594,nramaswamy@yahoo.com,Kabaddi
RGPV0702,Divyansh Yogi,Male,6th,AIDS,94,88,40,66,72,83,5,69.8,Average,Hiran Loke,Nakul Dutta,O+,31-03-2006,20,Mysuru,"House No. 428, Gokulam, Mysuru",950636,Karnataka,India,Yes,4236119255,vbali@goda.com,Kabaddi
RGPV0703,Seher Chana,Female,6th,DS,76,65,43,57,98,98,6,72.2,Average,Jivin Sengupta,Pihu Salvi,O-,21-08-2002,20,Vadodara,"House No. 203, Alkapuri, Vadodara",692587,Gujarat,India,No,2907985561,anya16@sridhar.net,Football
RGPV0704,Vedika Hayer,Male,6th,AIML,85,77,61,70,82,93,6,76.6,Excellent,Hiran Tara,Vihaan Dara,A+,07-05-2004,19,Indore,"House No. 736, Rajendra Nagar, Indore",207045,Madhya Pradesh,India,Yes,5399671543,dhaliwaldishani@bahl-master.com,Cricket
RGPV0705,Anaya Goyal,Female,6th,DS,98,82,77,73,48,48,5,65.6,Average,Yasmin Keer,Divyansh Taneja,B+,23-01-2002,21,Durgapur,"House No. 818, Bidhannagar, Durgapur",701493,West Bengal,India,Yes,7480412264,ishitamane@hotmail.com,Football
RGPV0706,Onkar Krishnan,Male,6th,AIML,71,46,89,77,88,63,6,72.6,Average,Nakul Saraf,Indrajit Sampath,O+,08-06-2006,21,Ludhiana,"House No. 601, Dugri, Ludhiana",157989,Punjab,India,No,1223298645,fgrewal@deshpande.com,Cricket
RGPV0707,Saanvi Kulkarni,Male,6th,AIML,60,85,84,63,69,44,5,69,Average,Saanvi Chana,Biju Shetty,A+,18-07-2006,20,Bhopal,"House No. 130, Kolar Road, Bhopal",757129,Madhya Pradesh,India,No,6610831112,rania32@sheth-luthra.org,Cricket
RGPV0708,Purab Buch,Male,6th,AIDS,84,45,83,64,88,49,5,65.8,Average,Gokul Sani,Kabir Apte,O+,10-07-2006,19,Ludhiana,"House No. 17, Sarabha Nagar, Ludhiana",146423,Punjab,India,Yes,7152465251,jkrishna@ganesan.com,Cricket
RGPV0709,Adah Dara,Male,6th,AIDS,86,40,83,52,81,98,6,70.8,Average,Aradhya Balan,Suhana Sheth,O-,17-02-2003,19,Patna,"House No. 680, Boring Road, Patna",438592,Bihar,India,No,2847755968,siyachowdhury@karnik.com,Badminton
RGPV0710,Vivaan Wason,Male,6th,AIDS,62,74,44,74,93,87,6,74.4,Average,Raghav Doshi,Adira Kanda,AB-,15-05-2005,21,Indore,"House No. 714, Palasia, Indore",866365,Madhya Pradesh,India,Yes,1683504534,deshmukhpriyansh@gmail.com,Badminton
RGPV0711,Bhavin Sandhu,Male,6th,AIML,84,89,80,79,87,95,7,86,Excellent,Khushi Gera,Myra Grewal,O-,15-05-2007,21,Mumbai,"House No. 428, Bandra, Mumbai",628200,Maharashtra,India,Yes,8958928995,gkara@dutt.com,Cricket
RGPV0712,Farhan Saini,Male,6th,CSE,84,53,78,66,70,41,5,61.6,Average,Lavanya Tak,Oorja Venkatesh,O+,15-10-2007,21,Amritsar,"House No. 119, Ranjit Avenue, Amritsar",653734,Punjab,India,No,8735728905,samarlata@hotmail.com,Badminton
RGPV0713,Vivaan Warrior,Male,6th,AIML,81,47,73,94,83,89,6,77.2,Excellent,Alia Atwal,Ivana Comar,A+,15-04-2003,19,Muzaffarpur,"House No. 446, Aghoria Bazar, Muzaffarpur",944234,Bihar,India,Yes,5328216493,yuvraj-dayal@gade-sankar.com,Cricket
RGPV0714,Darshit Sachdev,Female,6th,AIDS,83,40,41,53,61,77,4,54.4,Poor,Saira Dara,Alia Kalita,A-,23-03-2006,20,Nagpur,"House No. 609, Sitabuldi, Nagpur",451745,Maharashtra,India,No,1341386628,zaina63@cheema-char.com,
RGPV0715,Stuvan Varkey,Female,6th,CSE,66,59,93,78,70,58,6,71.6,Average,Purab Borra,Damini Borde,A+,13-08-2004,19,Chennai,"House No. 277, Velachery, Chennai",461008,Tamil Nadu,India,Yes,4443221157,amani62@gmail.com,Kabaddi
RGPV0716,Vivaan Sandhu,Female,6th,AIML,90,68,43,91,69,48,5,63.8,Average,Alia Issac,Hridaan Sidhu,B+,13-10-2001,19,Amritsar,"House No. 443, GT Road, Amritsar",467803,Punjab,India,No,8597961533,ranbir34@yadav.com,
RGPV0717,Mohanlal Chaudry,Male,6th,AIML,64,73,54,44,82,84,5,67.4,Average,Ishita Rama,Vidur Shroff,B+,23-08-2007,19,Mangalore,"House No. 384, Hampankatta, Mangalore",288146,Karnataka,India,No,2133432176,gokuldesai@hotmail.com,Football
RGPV0718,Divit Bava,Male,6th,CSE,97,46,58,89,94,80,6,73.4,Average,Yuvaan Sood,Zeeshan Bajwa,A-,01-01-2002,20,Muzaffarpur,"House No. 292, Aghoria Bazar, Muzaffarpur",594089,Bihar,India,Yes,3165890986,aainadatta@arya-chander.com,Kabaddi
RGPV0719,Sana Kant,Female,6th,DS,72,92,57,94,70,81,6,78.8,Excellent,Inaaya  Batta,Ira Hora,AB-,02-09-2006,20,Varanasi,"House No. 416, Lanka, Varanasi",314931,Uttar Pradesh,India,No,8342670842,jupadhyay@hotmail.com,Kabaddi
RGPV0720,Azad Kant,Male,6th,DS,86,41,46,82,72,43,4,56.8,Poor,Inaaya  Ben,Nakul Sundaram,A-,19-04-2001,20,Durgapur,"House No. 433, City Center, Durgapur",605626,West Bengal,India,Yes,2594017795,vbatra@rege-golla.com,
RGPV0721,Misha Sagar,Male,6th,DS,62,90,84,92,40,63,6,73.8,Average,Kashvi Swamy,Hrishita Sibal,B+,29-09-2001,21,Bhopal,"House No. 812, Kolar Road, Bhopal",632323,Madhya Pradesh,India,No,5106200816,badal08@saran-sandal.net,
RGPV0722,Darshit Bobal,Male,6th,AIDS,66,65,93,73,40,67,5,67.6,Average,Uthkarsh Mani,Trisha De,A+,16-09-2003,19,Chennai,"House No. 504, T Nagar, Chennai",118195,Tamil Nadu,India,No,1273766941,priyanshdevan@chadha.com,
RGPV0723,Kismat Sahni,Female,6th,AIDS,87,89,68,40,79,89,6,73,Average,Shlok Hans,Suhana Kuruvilla,AB+,15-03-2005,19,Ludhiana,"House No. 389, Dugri, Ludhiana",982671,Punjab,India,Yes,3601221268,shanayajhaveri@yahoo.com,Badminton
RGPV0724,Advik Buch,Female,6th,CSIT,74,76,54,45,77,92,5,68.8,Average,Ahana  Ghosh,Kismat Tiwari,A-,14-07-2002,20,Durgapur,"House No. 578, Benachity, Durgapur",488666,West Bengal,India,Yes,9992839298,anya39@yahoo.com,
RGPV0725,Jivin Raj,Male,6th,AIDS,88,96,62,40,60,75,5,66.6,Average,Shayak Guha,Taran Goda,AB+,20-12-2006,21,Lucknow,"House No. 269, Aliganj, Lucknow",389429,Uttar Pradesh,India,No,8418194370,maharajanya@srinivas.info,Kabaddi
RGPV0726,Zain Lad,Female,6th,CSIT,63,86,70,74,70,96,6,79.2,Excellent,Adira Khatri,Zaina Agarwal,O-,30-08-2006,20,Varanasi,"House No. 601, Sigra, Varanasi",72239,Uttar Pradesh,India,Yes,5384768813,banikkaira@sinha.com,
RGPV0727,Aayush Tiwari,Male,6th,CSIT,93,96,93,60,61,96,7,81.2,Excellent,Mishti Reddy,Nehmat Tripathi,B+,23-11-2007,21,Jaipur,"House No. 802, Mansarovar, Jaipur",29787,Rajasthan,India,Yes,8501328893,aniruddhgara@gole.com,Kabaddi
RGPV0728,Vanya Dyal,Male,6th,AIDS,81,45,69,93,82,54,5,68.6,Average,Hazel Wali,Hrishita Kara,A+,26-12-2007,19,Ludhiana,"House No. 417, Dugri, Ludhiana",336853,Punjab,India,Yes,6716638827,indranilkeer@gmail.com,Kabaddi
RGPV0729,Taran Ram,Female,6th,CSIT,100,98,95,59,74,94,7,84,Excellent,Damini Swamy,Manjari Behl,AB+,07-03-2002,19,Mysuru,"House No. 151, Nazarbad, Mysuru",104309,Karnataka,India,No,4171890996,dkalla@gmail.com,Cricket
RGPV0730,Misha Zachariah,Male,6th,CSE,77,87,71,98,84,46,6,77.2,Excellent,Kimaya Sen,Charvi Kala,B-,15-03-2007,21,Kanpur,"House No. 131, Kakadeo, Kanpur",764881,Uttar Pradesh,India,Yes,743257502,kashvichoudhary@solanki.net,Cricket
RGPV0731,Khushi Gade,Male,6th,CSIT,95,97,44,72,62,84,6,71.8,Average,Manjari Ramaswamy,Zeeshan Edwin,O+,06-05-2001,19,Mangalore,"House No. 245, Bejai, Mangalore",230084,Karnataka,India,Yes,9585944601,mkala@gmail.com,
RGPV0732,Romil Suri,Female,6th,AIML,66,43,50,94,52,51,4,58,Poor,Indrans Khanna,Kavya De,AB+,20-01-2006,21,Madurai,"House No. 811, Goripalayam, Madurai",748018,Tamil Nadu,India,No,5008499659,lankaanvi@cherian-kunda.com,Football
RGPV0733,Zain Amble,Female,6th,CSE,61,45,41,43,74,77,4,56,Poor,Kaira Chakraborty,Badal Shanker,A+,07-04-2004,20,Jabalpur,"House No. 982, Napier Town, Jabalpur",767218,Madhya Pradesh,India,No,2790319127,miraan04@gmail.com,Kabaddi
RGPV0734,Reyansh Sastry,Male,6th,AIDS,68,92,53,43,75,43,5,61.2,Average,Shlok Raman,Ivana Aggarwal,A+,30-06-2005,21,Amritsar,"House No. 112, Ranjit Avenue, Amritsar",865467,Punjab,India,Yes,2234782658,kanav87@lanka.com,Badminton
RGPV0735,Arnav Lall,Female,6th,CSE,78,92,92,90,92,98,8,92.8,Excellent,Aaryahi Doctor,Biju Thaman,AB+,26-11-2001,19,Ahmedabad,"House No. 530, Satellite, Ahmedabad",789894,Gujarat,India,No,4569027736,lsarkar@zacharia.net,Badminton
RGPV0736,Hrishita Sama,Male,6th,AIDS,72,78,76,95,91,76,7,83.2,Excellent,Baiju Contractor,Tarini Kapadia,O-,06-03-2007,20,Indore,"House No. 814, Palasia, Indore",357905,Madhya Pradesh,India,Yes,7537880306,mannmyra@tata.info,Football
RGPV0737,Ishaan Cherian,Female,6th,AIML,79,67,95,44,56,94,6,71.2,Average,Charvi Hora,Eva Kamdar,A-,19-06-2003,19,Mumbai,"House No. 830, Dadar, Mumbai",735570,Maharashtra,India,No,1868266859,shraybhardwaj@dass.com,Badminton
